lat,lon,hour,month,time,value
28.42,77.031,19,7,2024-07-30 19:00:00,39.3
28.42,77.031,20,7,2024-07-30 20:00:00,42.28
28.42,77.031,21,7,2024-07-30 21:00:00,76.06
28.42,77.031,22,7,2024-07-30 22:00:00,58.45
28.42,77.031,23,7,2024-07-30 23:00:00,58.21
28.42,77.031,0,7,2024-07-31 00:00:00,44.7
28.42,77.031,1,7,2024-07-31 01:00:00,46.2
28.42,77.031,7,7,2024-07-31 07:00:00,64.12
28.42,77.031,8,7,2024-07-31 08:00:00,59.26
28.42,77.031,9,7,2024-07-31 09:00:00,61.56
28.42,77.031,6,8,2024-08-01 06:00:00,11.8
28.42,77.031,7,8,2024-08-01 07:00:00,13.06
28.42,77.031,18,8,2024-08-01 18:00:00,17.75
28.42,77.031,19,8,2024-08-01 19:00:00,22.72
28.42,77.031,20,8,2024-08-01 20:00:00,25.4
28.42,77.031,13,8,2024-08-02 13:00:00,53.1
28.42,77.031,16,8,2024-08-02 16:00:00,27.8
28.42,77.031,17,8,2024-08-02 17:00:00,31.3
28.42,77.031,18,8,2024-08-02 18:00:00,36.8
28.42,77.031,19,8,2024-08-02 19:00:00,29.01
28.42,77.031,20,8,2024-08-02 20:00:00,29.4
28.42,77.031,21,8,2024-08-02 21:00:00,40.78
28.42,77.031,22,8,2024-08-02 22:00:00,40.28
28.42,77.031,23,8,2024-08-02 23:00:00,39.68
28.42,77.031,0,8,2024-08-03 00:00:00,40.91
28.42,77.031,1,8,2024-08-03 01:00:00,44.68
28.42,77.031,7,8,2024-08-03 07:00:00,26.3
28.42,77.031,8,8,2024-08-03 08:00:00,12.45
28.42,77.031,7,8,2024-08-04 07:00:00,22.2
28.42,77.031,23,8,2024-08-04 23:00:00,17.9
28.42,77.031,0,8,2024-08-05 00:00:00,23.25
28.42,77.031,5,8,2024-08-05 05:00:00,48.1
28.42,77.031,23,8,2024-08-08 23:00:00,27.68
28.42,77.031,0,8,2024-08-09 00:00:00,30.66
28.42,77.031,5,8,2024-08-15 05:00:00,62.2
28.42,77.031,6,8,2024-08-15 06:00:00,54.7
28.42,77.031,16,8,2024-08-16 16:00:00,12.35
28.42,77.031,8,8,2024-08-19 08:00:00,40.8
28.42,77.031,10,8,2024-08-19 10:00:00,40.47
28.42,77.031,11,8,2024-08-19 11:00:00,36.3
28.42,77.031,12,8,2024-08-19 12:00:00,30.04
28.42,77.031,13,8,2024-08-19 13:00:00,36.18
28.42,77.031,15,8,2024-08-19 15:00:00,27.0
28.42,77.031,17,8,2024-08-19 17:00:00,40.52
28.42,77.031,19,8,2024-08-19 19:00:00,38.87
28.42,77.031,12,8,2024-08-21 12:00:00,26.15
28.42,77.031,14,8,2024-08-21 14:00:00,40.38
28.42,77.031,15,8,2024-08-21 15:00:00,46.17
28.42,77.031,17,8,2024-08-21 17:00:00,72.95
28.42,77.031,18,8,2024-08-21 18:00:00,46.6
28.42,77.031,19,8,2024-08-21 19:00:00,39.81
28.42,77.031,20,8,2024-08-21 20:00:00,29.37
28.42,77.031,21,8,2024-08-22 21:00:00,17.18
28.42,77.031,22,8,2024-08-22 22:00:00,18.7
28.42,77.031,23,8,2024-08-22 23:00:00,37.8
28.42,77.031,0,8,2024-08-23 00:00:00,30.36
28.42,77.031,1,8,2024-08-23 01:00:00,25.25
28.42,77.031,4,8,2024-08-23 04:00:00,18.38
28.42,77.031,2,8,2024-08-24 02:00:00,78.03
28.42,77.031,3,8,2024-08-24 03:00:00,74.72
28.42,77.031,4,8,2024-08-24 04:00:00,69.76
28.42,77.031,5,8,2024-08-24 05:00:00,73.99
28.42,77.031,6,8,2024-08-24 06:00:00,90.62
28.42,77.031,7,8,2024-08-24 07:00:00,86.27
28.42,77.031,8,8,2024-08-24 08:00:00,95.66
28.42,77.031,9,8,2024-08-24 09:00:00,95.7
28.42,77.031,10,8,2024-08-24 10:00:00,115.98
28.42,77.031,11,8,2024-08-24 11:00:00,101.53
28.42,77.031,12,8,2024-08-24 12:00:00,108.22
28.42,77.031,13,8,2024-08-24 13:00:00,160.2
28.42,77.031,14,8,2024-08-24 14:00:00,92.6
28.42,77.031,0,8,2024-08-26 00:00:00,20.27
28.42,77.031,1,8,2024-08-26 01:00:00,29.41
28.42,77.031,2,8,2024-08-26 02:00:00,35.11
